Jurisdiction Name,Location NAME,Location Id,Comm Device TYPE,Latitude,longitude
GLOBALINFRA,Intersection377,6377,TCP/IP,44.988892,-92.932724
GLOBALINFRA,Intersection378,6378,TCP/IP,44.988992,-92.932724
GLOBALINFRA,Intersection379,6379,TCP/IP,44.989092,-92.932724
GLOBALINFRA,Intersection380,6380,TCP/IP,44.989192,-92.932724
GLOBALINFRA,Intersection381,6381,TCP/IP,44.989292,-92.932724
GLOBALINFRA,Intersection382,6382,TCP/IP,44.989392,-92.932724
GLOBALINFRA,Intersection383,6383,TCP/IP,44.989492,-92.932724
GLOBALINFRA,Intersection384,6384,TCP/IP,44.989592,-92.932724
GLOBALINFRA,Intersection385,6385,TCP/IP,44.989692,-92.932724
GLOBALINFRA,Intersection386,6386,TCP/IP,44.989792,-92.932724
GLOBALINFRA,Intersection387,6387,TCP/IP,44.989892,-92.932724
GLOBALINFRA,Intersection388,6388,TCP/IP,44.989992,-92.932724
GLOBALINFRA,Intersection389,6389,TCP/IP,44.990092,-92.932724
GLOBALINFRA,Intersection390,6390,TCP/IP,44.990192,-92.932724
GLOBALINFRA,Intersection391,6391,TCP/IP,44.990292,-92.932724
GLOBALINFRA,Intersection392,6392,TCP/IP,44.990392,-92.932724
GLOBALINFRA,Intersection393,6393,TCP/IP,44.990492,-92.932724
GLOBALINFRA,Intersection394,6394,TCP/IP,44.990592,-92.932724
GLOBALINFRA,Intersection395,6395,TCP/IP,44.990692,-92.932724
GLOBALINFRA,Intersection396,6396,TCP/IP,44.990792,-92.932724
GLOBALINFRA,Intersection397,6397,TCP/IP,44.990892,-92.932724
GLOBALINFRA,Intersection398,6398,TCP/IP,44.990992,-92.932724
GLOBALINFRA,Intersection399,6399,TCP/IP,44.991092,-92.932724
GLOBALINFRA,Intersection400,6400,TCP/IP,44.991192,-92.932724
GLOBALINFRA,Intersection401,6401,TCP/IP,44.991292,-92.932724
GLOBALINFRA,Intersection402,6402,TCP/IP,44.991392,-92.932724
GLOBALINFRA,Intersection403,6403,TCP/IP,44.991492,-92.932724
GLOBALINFRA,Intersection404,6404,TCP/IP,44.991592,-92.932724
GLOBALINFRA,Intersection405,6405,TCP/IP,44.991692,-92.932724
GLOBALINFRA,Intersection406,6406,TCP/IP,44.991792,-92.932724
GLOBALINFRA,Intersection407,6407,TCP/IP,44.991892,-92.932724
GLOBALINFRA,Intersection408,6408,TCP/IP,44.991992,-92.932724
GLOBALINFRA,Intersection409,6409,TCP/IP,44.992092,-92.932724
GLOBALINFRA,Intersection410,6410,TCP/IP,44.992192,-92.932724
GLOBALINFRA,Intersection411,6411,TCP/IP,44.992292,-92.932724
GLOBALINFRA,Intersection412,6412,TCP/IP,44.992392,-92.932724
GLOBALINFRA,Intersection413,6413,TCP/IP,44.992492,-92.932724
GLOBALINFRA,Intersection414,6414,TCP/IP,44.992592,-92.932724
GLOBALINFRA,Intersection415,6415,TCP/IP,44.992692,-92.932724
GLOBALINFRA,Intersection416,6416,TCP/IP,44.992792,-92.932724
GLOBALINFRA,Intersection417,6417,TCP/IP,44.992892,-92.932724
GLOBALINFRA,Intersection418,6418,TCP/IP,44.992992,-92.932724
GLOBALINFRA,Intersection419,6419,TCP/IP,44.993092,-92.932724
GLOBALINFRA,Intersection420,6420,TCP/IP,44.993192,-92.932724
GLOBALINFRA,Intersection421,6421,TCP/IP,44.993292,-92.932724
GLOBALINFRA,Intersection422,6422,TCP/IP,44.993392,-92.932724
GLOBALINFRA,Intersection423,6423,TCP/IP,44.993492,-92.932724
GLOBALINFRA,Intersection424,6424,TCP/IP,44.993592,-92.932724
GLOBALINFRA,Intersection425,6425,TCP/IP,44.993692,-92.932724
GLOBALINFRA,Intersection426,6426,TCP/IP,44.993792,-92.932724
GLOBALINFRA,Intersection427,6427,TCP/IP,44.993892,-92.932724
GLOBALINFRA,Intersection428,6428,TCP/IP,44.993992,-92.932724
GLOBALINFRA,Intersection429,6429,TCP/IP,44.994092,-92.932724
GLOBALINFRA,Intersection430,6430,TCP/IP,44.994192,-92.932724
GLOBALINFRA,Intersection431,6431,TCP/IP,44.994292,-92.932724
GLOBALINFRA,Intersection432,6432,TCP/IP,44.994392,-92.932724
GLOBALINFRA,Intersection433,6433,TCP/IP,44.994492,-92.932724
GLOBALINFRA,Intersection434,6434,TCP/IP,44.994592,-92.932724
GLOBALINFRA,Intersection435,6435,TCP/IP,44.994692,-92.932724
GLOBALINFRA,Intersection436,6436,TCP/IP,44.994792,-92.932724
GLOBALINFRA,Intersection437,6437,TCP/IP,44.994892,-92.932724
GLOBALINFRA,Intersection438,6438,TCP/IP,44.994992,-92.932724
GLOBALINFRA,Intersection439,6439,TCP/IP,44.995092,-92.932724
GLOBALINFRA,Intersection440,6440,TCP/IP,44.995192,-92.932724
GLOBALINFRA,Intersection441,6441,TCP/IP,44.995292,-92.932724
GLOBALINFRA,Intersection442,6442,TCP/IP,44.995392,-92.932724
GLOBALINFRA,Intersection443,6443,TCP/IP,44.995492,-92.932724
GLOBALINFRA,Intersection444,6444,TCP/IP,44.995592,-92.932724
GLOBALINFRA,Intersection445,6445,TCP/IP,44.995692,-92.932724
GLOBALINFRA,Intersection446,6446,TCP/IP,44.995792,-92.932724
GLOBALINFRA,Intersection447,6447,TCP/IP,44.995892,-92.932724
GLOBALINFRA,Intersection448,6448,TCP/IP,44.995992,-92.932724
GLOBALINFRA,Intersection449,6449,TCP/IP,44.996092,-92.932724
GLOBALINFRA,Intersection450,6450,TCP/IP,44.996192,-92.932724
GLOBALINFRA,Intersection451,6451,TCP/IP,44.996292,-92.932724
GLOBALINFRA,Intersection452,6452,TCP/IP,44.996392,-92.932724
GLOBALINFRA,Intersection453,6453,TCP/IP,44.996492,-92.932724
GLOBALINFRA,Intersection454,6454,TCP/IP,44.996592,-92.932724
GLOBALINFRA,Intersection455,6455,TCP/IP,44.996692,-92.932724
GLOBALINFRA,Intersection456,6456,TCP/IP,44.996792,-92.932724
GLOBALINFRA,Intersection457,6457,TCP/IP,44.996892,-92.932724
GLOBALINFRA,Intersection458,6458,TCP/IP,44.996992,-92.932724
GLOBALINFRA,Intersection459,6459,TCP/IP,44.997092,-92.932724
GLOBALINFRA,Intersection460,6460,TCP/IP,44.997192,-92.932724
GLOBALINFRA,Intersection461,6461,TCP/IP,44.997292,-92.932724
GLOBALINFRA,Intersection462,6462,TCP/IP,44.997392,-92.932724
GLOBALINFRA,Intersection463,6463,TCP/IP,44.997492,-92.932724
GLOBALINFRA,Intersection464,6464,TCP/IP,44.997592,-92.932724
GLOBALINFRA,Intersection465,6465,TCP/IP,44.997692,-92.932724
GLOBALINFRA,Intersection466,6466,TCP/IP,44.997792,-92.932724
GLOBALINFRA,Intersection467,6467,TCP/IP,44.997892,-92.932724
GLOBALINFRA,Intersection468,6468,TCP/IP,44.997992,-92.932724
GLOBALINFRA,Intersection469,6469,TCP/IP,44.998092,-92.932724
GLOBALINFRA,Intersection470,6470,TCP/IP,44.998192,-92.932724
GLOBALINFRA,Intersection471,6471,TCP/IP,44.998292,-92.932724
GLOBALINFRA,Intersection472,6472,TCP/IP,44.998392,-92.932724
GLOBALINFRA,Intersection473,6473,TCP/IP,44.998492,-92.932724
GLOBALINFRA,Intersection474,6474,TCP/IP,44.998592,-92.932724
GLOBALINFRA,Intersection475,6475,TCP/IP,44.998692,-92.932724
GLOBALINFRA,Intersection476,6476,TCP/IP,44.998792,-92.932724
GLOBALINFRA,Intersection477,6477,TCP/IP,44.998892,-92.932724
GLOBALINFRA,Intersection478,6478,TCP/IP,44.998992,-92.932724
GLOBALINFRA,Intersection479,6479,TCP/IP,44.999092,-92.932724
GLOBALINFRA,Intersection480,6480,TCP/IP,44.999192,-92.932724
GLOBALINFRA,Intersection481,6481,TCP/IP,44.999292,-92.932724
GLOBALINFRA,Intersection482,6482,TCP/IP,44.999392,-92.932724
GLOBALINFRA,Intersection483,6483,TCP/IP,44.999492,-92.932724
GLOBALINFRA,Intersection484,6484,TCP/IP,44.999592,-92.932724
GLOBALINFRA,Intersection485,6485,TCP/IP,44.999692,-92.932724
GLOBALINFRA,Intersection486,6486,TCP/IP,44.999792,-92.932724
GLOBALINFRA,Intersection487,6487,TCP/IP,44.999892,-92.932724
GLOBALINFRA,Intersection488,6488,TCP/IP,44.999992,-92.932724
GLOBALINFRA,Intersection489,6489,TCP/IP,45.000092,-92.932724
GLOBALINFRA,Intersection490,6490,TCP/IP,45.000192,-92.932724
GLOBALINFRA,Intersection491,6491,TCP/IP,45.000292,-92.932724
GLOBALINFRA,Intersection492,6492,TCP/IP,45.000392,-92.932724
GLOBALINFRA,Intersection493,6493,TCP/IP,45.000492,-92.932724
GLOBALINFRA,Intersection494,6494,TCP/IP,45.000592,-92.932724
GLOBALINFRA,Intersection495,6495,TCP/IP,45.000692,-92.932724
GLOBALINFRA,Intersection496,6496,TCP/IP,45.000792,-92.932724
GLOBALINFRA,Intersection497,6497,TCP/IP,45.000892,-92.932724
GLOBALINFRA,Intersection498,6498,TCP/IP,45.000992,-92.932724
GLOBALINFRA,Intersection499,6499,TCP/IP,45.001092,-92.932724
GLOBALINFRA,Intersection500,6500,TCP/IP,45.001192,-92.932724
GLOBALINFRA,Intersection501,6501,TCP/IP,45.001292,-92.932724
GLOBALINFRA,Intersection502,6502,TCP/IP,45.001392,-92.932724
GLOBALINFRA,Intersection503,6503,TCP/IP,45.001492,-92.932724
GLOBALINFRA,Intersection504,6504,TCP/IP,45.001592,-92.932724
GLOBALINFRA,Intersection505,6505,TCP/IP,45.001692,-92.932724
GLOBALINFRA,Intersection506,6506,TCP/IP,45.001792,-92.932724
GLOBALINFRA,Intersection507,6507,TCP/IP,45.001892,-92.932724
GLOBALINFRA,Intersection508,6508,TCP/IP,45.001992,-92.932724
GLOBALINFRA,Intersection509,6509,TCP/IP,45.002092,-92.932724
GLOBALINFRA,Intersection510,6510,TCP/IP,45.002192,-92.932724
GLOBALINFRA,Intersection511,6511,TCP/IP,45.002292,-92.932724
GLOBALINFRA,Intersection512,6512,TCP/IP,45.002392,-92.932724
GLOBALINFRA,Intersection513,6513,TCP/IP,45.002492,-92.932724
GLOBALINFRA,Intersection514,6514,TCP/IP,45.002592,-92.932724
GLOBALINFRA,Intersection515,6515,TCP/IP,45.002692,-92.932724
GLOBALINFRA,Intersection516,6516,TCP/IP,45.002792,-92.932724
GLOBALINFRA,Intersection517,6517,TCP/IP,45.002892,-92.932724
GLOBALINFRA,Intersection518,6518,TCP/IP,45.002992,-92.932724
GLOBALINFRA,Intersection519,6519,TCP/IP,45.003092,-92.932724
GLOBALINFRA,Intersection520,6520,TCP/IP,45.003192,-92.932724
GLOBALINFRA,Intersection521,6521,TCP/IP,45.003292,-92.932724
GLOBALINFRA,Intersection522,6522,TCP/IP,45.003392,-92.932724
GLOBALINFRA,Intersection523,6523,TCP/IP,45.003492,-92.932724
GLOBALINFRA,Intersection524,6524,TCP/IP,45.003592,-92.932724
GLOBALINFRA,Intersection525,6525,TCP/IP,45.003692,-92.932724
GLOBALINFRA,Intersection526,6526,TCP/IP,45.003792,-92.932724
GLOBALINFRA,Intersection527,6527,TCP/IP,45.003892,-92.932724
GLOBALINFRA,Intersection528,6528,TCP/IP,45.003992,-92.932724
GLOBALINFRA,Intersection529,6529,TCP/IP,45.004092,-92.932724
GLOBALINFRA,Intersection530,6530,TCP/IP,45.004192,-92.932724
